00000066.png  794.67,272.89;1067.86,273.5;1064.8,742.51;788.91,739.61;0;0.061948;-0.0719606,0.423122,0.065763;0.526636,-0.50994,0.484606,0.477255;0.171673,0.0952825,-0.162002;-0.0129907,-0.00121547,-0.0139834;3.07009;1.31987;
00000100.png  792.91,272.34;1069.47,271.14;1064.4,744.68;783.97,744.84;0;0.0635267;-0.0797604,0.419024,0.0699099;0.533738,-0.507437,0.486699,0.469846;-0.229406,-0.120504,0.121966;0.010022,-0.000488638,0.0190592;3.03891;1.05171;
00000133.png  791.03,271.21;1070.27,271.77;1068.18,745.16;784.29,744.66;0;0.0642847;-0.0800079,0.418574,0.0511209;0.522758,-0.496993,0.498655,0.480692;-0.00749935,-0.0136368,-0.569363;-0.0442004,-0.00262872,0.000683691;3.09267;0.457268;
00000166.png  792.71,272.1;1069.4,272.46;1064.64,743.3;787.91,744.06;0;0.0629052;-0.0703974,0.421423,0.0474245;0.514899,-0.500758,0.4953,0.488671;0.291227,0.086322,-0.112012;-0.00880676,-1.977e-05,-0.0229321;3.11158;1.20172;
00000200.png  794.45,272.28;1069.69,271.83;1066.37,743.11;789.32,743.31;0;0.0627439;-0.071198,0.421561,0.057634;0.521102,-0.506555,0.48966,0.481755;-0.0235493,0.00406802,0.30028;0.0245757,-0.000637832,0.00158127;3.07091;1.23987;
00000233.png  797.69,271.4;1073.57,270.15;1069.88,741.73;791.16,743.61;0;0.0631021;-0.07639,0.420388,0.0618781;0.526729,-0.506391,0.489721,0.475708;-0.157332,-0.035546,0.12861;0.0115016,-0.000520935,0.0118531;3.05895;1.07612;
00000266.png  799.78,270.86;1075.44,270.19;1073.45,741.94;793.9,742.1;0;0.063121;-0.0761985,0.420843,0.0566778;0.523755,-0.504068,0.492466,0.478615;0.00580152,0.0137867,-0.157585;-0.0109464,-0.000651171,-0.000801225;3.07985;1.00598;
00000300.png  800.71,270.67;1076.94,270.07;1074.35,743.04;794.55,742.74;0;0.0633521;-0.0756087,0.42032,0.0567511;0.523818,-0.504504,0.491769,0.478803;0.0173482,-0.0153894,0.00215475;0.000995066,0.000564291,-0.00124499;3.0753;1.07466;
00000333.png  801.47,271.69;1078.56,270.46;1077.14,742.11;797.48,743;0;0.0632935;-0.0741288,0.421067,0.0501371;0.518841,-0.502391,0.495194,0.482899;0.0448466,0.0226317,-0.200423;-0.014591,-0.00232795,-0.00355733;3.09575;0.936385;
00000367.png  804.64,272.6;1080.1,271.53;1078.27,742.62;801.1,743.93;0;0.062789;-0.0708943,0.422098,0.0499213;0.517,-0.504574,0.493396,0.484434;0.0951299,0.0303204,-0.00634866;0.000596592,-0.000523402,-0.00737249;3.09396;1.17954;
00000400.png  805.5,272.68;1081.43,271.18;1081.68,740.48;801.14,741.33;0;0.0629258;-0.0773011,0.422431,0.0465417;0.518589,-0.499399,0.499042,0.48231;-0.194144,0.0100967,-0.102412;-0.00706811,-0.00139805,0.0145229;3.08769;0.673837;
00000433.png  807.63,272.95;1083.77,271.35;1083.4,743.26;802.78,743.54;0;0.063264;-0.0774496,0.421421,0.0493949;0.520827,-0.500967,0.497158,0.480214;-0.00450038,-0.0306097,0.086462;0.00777952,0.000581917,0.000882375;3.08106;0.910848;
00000467.png  806.88,272.33;1085.75,270.9;1086.28,744.53;802.23,744.86;0;0.0642126;-0.0803513,0.419356,0.0450992;0.520228,-0.496899,0.501457,0.48062;-0.0853442,-0.0607178,-0.126344;-0.00935023,-0.000760437,0.00736382;3.085;0.581588;
00000500.png  809.74,275.41;1080.24,273.67;1081.89,741.4;806.43,741.37;0;0.0614577;-0.0751977,0.423584,0.0589585;0.524571,-0.50828,0.490494,0.475281;0.156169,0.128099,0.419976;0.0320401,-0.00048442,-0.0127101;3.05667;1.25886;
00000533.png  807.12,273.06;1084.47,271.98;1085.21,743.23;803.68,744.89;0;0.0635442;-0.0757523,0.421793,0.0434124;0.516133,-0.499091,0.500189,0.484073;-0.0168058,-0.054252,-0.471092;-0.036117,-0.000776586,0.00165284;3.10436;0.429213;
00000567.png  809.65,274.33;1084.78,272.36;1084.36,742.46;805.64,744.2;0;0.0627635;-0.0754578,0.422391,0.0479626;0.518833,-0.501874,0.497035,0.481551;0.0086613,0.0175878,0.133828;0.0111499,0.000745257,-0.000707786;3.08473;0.970951;
00000600.png  812.82,275.3;1086.9,272.82;1086.94,742.83;809.18,744.89;0;0.0625112;-0.0753005,0.422676,0.0535337;0.522129,-0.505554,0.493468,0.477793;0.00476769,0.00863455,0.168823;0.0143123,-0.00033753,-0.00021001;3.07124;1.09614;
00000633.png  813.76,275.34;1088.9,273.13;1089.83,743.39;810.85,744.95;0;0.0627885;-0.0744847,0.422867,0.0478399;0.518513,-0.503189,0.496376,0.481203;0.0247201,0.0057681,-0.172539;-0.012291,-0.000898837,-0.00177307;3.09266;0.91728;
00000667.png  814.51,275.57;1088.4,273.29;1088.89,742.19;810.83,745.35;0;0.0624623;-0.0748896,0.423426,0.0466146;0.51805,-0.502339,0.497306,0.481629;-0.0119089,0.0164596,-0.03604;-0.00266533,-0.000177218,0.000887117;3.09026;0.903359;
00000700.png  815.13,276.26;1089.86,273.87;1087.67,743.06;811.47,744.15;0;0.0622402;-0.07308,0.423777,0.0544707;0.522067,-0.50738,0.491013,0.478453;0.0548383,0.0106141,0.238065;0.0184959,0.00247054,-0.00408987;3.06904;1.21352;
00000734.png  815.87,277.79;1086.65,275.74;1089.25,742.1;813.94,742.68;0;0.0613122;-0.0723981,0.426285,0.051765;0.519425,-0.506979,0.492866,0.479847;0.0200552,0.0737713,-0.079581;-0.00625812,-0.0027319,-0.00185689;3.08492;1.11883;
00000767.png  815.3,277.19;1090.29,274.83;1088.73,743.7;811.34,747.46;0;0.0625396;-0.0721544,0.424493,0.0467015;0.516979,-0.503725,0.495519,0.483171;0.00738488,-0.0542854,-0.153438;-0.0116979,0.00132576,0.000167855;3.09656;0.965359;
00000800.png  815.35,277.05;1089.87,275.06;1091.36,745.37;811.11,747.33;0;0.0629099;-0.0759554,0.422944,0.0450996;0.518337,-0.500622,0.498793,0.481571;-0.115182,-0.0469594,-0.0485432;-0.00340725,-0.00065262,0.00932764;3.08778;0.761778;
00000834.png  814.04,279.72;1087.84,277;1087.08,743.76;811.84,746.94;0;0.0618218;-0.0712224,0.425283,0.0451417;0.515341,-0.503395,0.496405,0.484353;0.139206,0.0687873,0.00123745;-0.000612789,-0.000399037,-0.0109504;3.09922;1.0974;
00000867.png  813.3,280.14;1084.86,278.74;1087.15,745.1;810.4,745.68;0;0.0616041;-0.0729086,0.42642,0.0428568;0.514806,-0.500933,0.499007,0.484802;-0.051097,0.0344822,-0.06924;-0.00604454,-0.000376074,0.00407249;3.09975;0.776963;
00000900.png  811.76,280.04;1086.64,277.49;1087.54,746.29;808.18,750.01;0;0.0627275;-0.0751629,0.424118,0.0433729;0.516435,-0.499759,0.500308,0.482936;-0.0683119,-0.0697754,0.0156419;0.00102522,-0.000445342,0.00596528;3.09204;0.739004;
00000934.png  807.95,281.4;1083.2,278.78;1083.75,749.45;804.77,751.23;0;0.0628426;-0.0743247,0.422857,0.0494857;0.519469,-0.503109,0.496633,0.479989;0.0246538,-0.0370864,0.179787;0.0129996,0.000651312,-0.00102881;3.08063;1.00728;
00000967.png  804.71,280.19;1081.45,278.24;1084.82,749.13;802.29,751.8;0;0.0635509;-0.0770509,0.421454,0.0404097;0.51517,-0.496399,0.504399,0.483496;-0.0826134,-0.042518,-0.27503;-0.0222495,-0.00236773,0.00661824;3.09677;0.319169;
00001001.png  804.78,280.69;1080.08,278.35;1078.87,749.37;800.27,752.13;0;0.0629339;-0.075904,0.421274,0.0526597;0.522031,-0.503129,0.496038,0.477798;0.0337336,-0.00527501,0.360295;0.0275959,0.00337138,-0.00245877;3.06884;1.05309;
00001034.png  804.76,281.86;1079.45,279.92;1078.25,750.31;800.87,753.7;0;0.062711;-0.0725378,0.422074,0.0518704;0.519763,-0.504312,0.494682,0.480422;0.102004,0.0242157,-0.0239184;-0.00236885,0.000675441,-0.00741674;3.08678;1.06631;
00001067.png  804.14,282.56;1080.14,280.52;1081.07,750.86;801.06,753.35;0;0.0630869;-0.0730226,0.422198,0.0452492;0.516043,-0.50048,0.499254,0.483699;-0.0146898,0.00376232,-0.200643;-0.0153839,-0.00144614,0.0013825;3.09995;0.704344;
