00000100.png  679.9,153.89;1267.95,170.48;1266.02,769.43;648.19,752.66;0;0.174266;-0.19658,0.616005,0.0911297;0.532564,-0.464276,0.520058,0.479961;-0.0174028,0.0336275,0.0100053;0.000542051,0.0007103,0.000453357;3.03292;0.0127376;
00000133.png  679.92,155.54;1268.17,170.06;1266.25,769.66;648,753.36;0;0.174302;-0.197473,0.616182,0.0951254;0.534457,-0.465542,0.518916,0.477862;-0.0270488,0.00536442,0.121081;0.00642983,2.09968e-05,0.00149651;3.03073;0.0677311;
00000166.png  680.09,156.49;1268.09,169.47;1267.31,768.82;648.5,753.7;0;0.174205;-0.199426,0.615967,0.097674;0.535973,-0.466083,0.518906,0.475642;-0.0591856,-0.00649871,0.0772298;0.00439242,-0.000999502,0.0031281;3.02663;0.0944945;
00000200.png  679.18,155.73;1267.15,169.81;1266.55,768.3;650.57,751.07;0;0.173397;-0.197937,0.617406,0.0946708;0.533983,-0.46584,0.519474,0.477496;0.0437844,0.0423228,-0.0883284;-0.00466263,-0.000715092,-0.00297944;3.03272;0.0208826;
00000233.png  681.8,154.87;1267.42,169.77;1266.35,765.51;649.95,750.18;0;0.172726;-0.201018,0.61789,0.0945437;0.535099,-0.464531,0.520303,0.476618;-0.0933725,0.01467,-0.0038515;-0.000129535,0.000706945,0.00414141;3.02547;0.036424;
00000266.png  681.04,153.98;1270.02,167.96;1267.41,767.05;650.44,751.11;0;0.174042;-0.197842,0.617356,0.0962066;0.534735,-0.46654,0.518331,0.477212;0.0962489,-0.0161926,0.050391;0.0029411,0.000368188,-0.00498674;3.03412;0.0790694;
00000300.png  682.64,151.75;1270.34,166.19;1269.32,764.76;651.76,748.85;0;0.17386;-0.199203,0.616909,0.0945661;0.534496,-0.465728,0.519215,0.477314;-0.0400131,-0.0131639,-0.04825;-0.0020042,-0.000323188,0.0013846;3.03025;0.0387678;
00000333.png  683.46,150.15;1271.4,165.29;1269.54,764.3;651.95,748.7;0;0.17418;-0.198182,0.616715,0.0935309;0.533784,-0.465849,0.518931,0.478299;0.0309204,-0.00586654,-0.0313688;-0.0013418,0.000366196,-0.00208542;3.03386;0.0309446;
00000367.png  682.62,152.75;1271,165.64;1270.25,764.63;653.02,749.32;0;0.173881;-0.198608,0.616875,0.0950918;0.534341,-0.466661,0.518791,0.477036;-0.0125161,0.00470351,0.0459076;0.00285377,-0.00122547,0.00082722;3.03155;0.0705683;
00000400.png  683.17,151.69;1270.66,165.89;1269.67,764.02;652.56,748.85;0;0.173704;-0.199051,0.61706,0.0940842;0.534107,-0.466056,0.519264,0.477374;-0.0134237,0.00560826,-0.0305323;-0.00165351,0.000143655,0.000528684;3.03134;0.0387262;
00000433.png  681.39,152.14;1270.71,166.19;1269.74,763.94;650.88,749.42;0;0.174179;-0.201628,0.615917,0.0943496;0.535106,-0.464967,0.520332,0.476154;-0.0780947,-0.0346393,0.00804121;0.000130076,-0.000199959,0.00438044;3.02528;0.0440451;
00000467.png  680.94,152.74;1268.41,167.61;1267.76,763.44;651.96,748.49;0;0.172969;-0.200716,0.617473,0.0917265;0.533488,-0.464394,0.521116,0.477668;0.0268186,0.0457711,-0.0771486;-0.00448684,-0.000568755,-0.00171892;3.02972;0.0125062;
00000500.png  681.12,153.86;1268.43,167.64;1266.82,764.25;650.53,749.56;0;0.173127;-0.200445,0.617781,0.0948907;0.53471,-0.465492,0.519827,0.476636;0.00822138,0.00933264,0.0958822;0.00461117,0.000639944,-0.00019141;3.02903;0.0640577;
00000533.png  679.84,153.54;1268.65,167.49;1266.73,766.78;649.23,751.48;0;0.174236;-0.197846,0.617029,0.0958769;0.534308,-0.466607,0.51863,0.4773;0.0787621,-0.0227997,0.0298877;0.00117903,0.000417267,-0.00339974;3.03382;0.0645189;
00000567.png  679.71,154.07;1267.41,168.28;1266.09,766.56;648.16,750.81;0;0.17382;-0.199863,0.616663,0.0964235;0.535322,-0.465695,0.519223,0.476409;-0.0593439,-0.0107499,0.0160759;0.000421176,0.000456698,0.0034111;3.02749;0.0622626;
00000600.png  681.02,154.64;1268.73,167.4;1266.51,766.11;649.11,751.37;0;0.173801;-0.199312,0.616872,0.0996255;0.536438,-0.46726,0.517717,0.47526;0.0166965,0.00633977,0.0970287;0.00532241,0.000210839,-0.000878659;3.02949;0.129727;
00000633.png  679.14,154;1269.34,166.39;1267.71,767.73;648.97,751.22;0;0.174805;-0.198238,0.615879,0.0999672;0.536173,-0.467892,0.517309,0.475381;0.0325604,-0.0301166,0.0103545;0.000653318,-0.000323609,-0.00143789;3.03132;0.119063;
00000667.png  680.13,151.71;1270.08,166.54;1268.64,766.86;647.94,751.29;0;0.175261;-0.200125,0.614474,0.0967447;0.535784,-0.465667,0.519092,0.47606;-0.0555077,-0.0413165,-0.0947782;-0.00506831,0.000435945,0.00301427;3.02705;0.0497511;
00000700.png  680.61,151.1;1270.62,165.7;1268.27,766.25;650.52,750.69;0;0.174872;-0.195829,0.615688,0.0947682;0.533324,-0.467,0.518082,0.47861;0.130183,0.0367815,-0.0598932;-0.00275059,-0.000366313,-0.00732651;3.03887;0.0376316;
00000734.png  681.24,151.3;1271.67,164.95;1269.73,765.43;651.55,750.22;0;0.174879;-0.195787,0.615788,0.0950902;0.533356,-0.467507,0.51789,0.478287;0.0012311,0.00295744,0.00946881;0.00107968,-0.000548565,-0.000362021;3.03612;0.0617566;
00000767.png  680.94,150.14;1270.16,163.55;1269.9,762.65;652.32,746.15;0;0.173988;-0.199312,0.616147,0.0941703;0.533904,-0.466148,0.519452,0.477308;-0.106809,0.0108769,-0.027876;-0.00129825,-0.000714616,0.00447098;3.0297;0.0367969;
00000800.png  683.78,149.18;1273.89,162.44;1270.92,761.35;653.6,745.72;0;0.174139;-0.199367,0.616369,0.0966764;0.535164,-0.46724,0.517916,0.476498;-0.00167299,0.00672449,0.0759438;0.004633,0.0011516,-0.000615669;3.03198;0.104889;
00000834.png  684.38,147.09;1273.83,160.7;1271.48,761.09;653.27,744;0;0.17445;-0.200027,0.615915,0.0972994;0.535776,-0.467201,0.517496,0.476303;-0.019414,-0.0133567,0.0183219;0.00114414,0.000938327,0.000414615;3.03116;0.101776;
00000867.png  685.7,145.5;1272.82,160.98;1271.6,759.57;656.1,743.22;0;0.173573;-0.197554,0.617442,0.0911947;0.532242,-0.466305,0.51873,0.479789;0.0749479,0.0462658,-0.184989;-0.0091835,-0.000868471,-0.00477454;3.03869;0.0244488;
00000900.png  686.29,146.88;1274.35,161.06;1270.75,759.14;655.83,742.8;0;0.173297;-0.197101,0.618285,0.0945181;0.533531,-0.467735,0.516982,0.47885;0.0137325,0.0255433,0.100707;0.0053515,0.000950785,-0.0010228;3.03774;0.0887318;
00000934.png  685.09,144.62;1274.88,159.99;1272.1,759.23;654.97,742.23;0;0.174282;-0.19818,0.616977,0.0927671;0.533267,-0.46656,0.51799,0.479202;-0.0317434,-0.0384625,-0.0514995;-0.00278706,0.000105007,0.00160839;3.03537;0.0275401;
00000967.png  685.05,145.46;1273.54,159.42;1270.76,758.8;655.36,741.85;0;0.173681;-0.196944,0.617747,0.0944477;0.533278,-0.467874,0.516927,0.479056;0.0374674,0.0233343,0.0509281;0.00251964,-0.000250651,-0.00225909;3.03903;0.07475;
00001001.png  684.26,145.04;1274.6,158.77;1271.65,758.26;655.03,741.52;0;0.17415;-0.197951,0.617077,0.0952534;0.533882,-0.467876,0.517045,0.478254;-0.0296397,-0.0197063,0.0236964;0.001327,-0.000253718,0.0015058;3.03586;0.0799638;
